"Product Name","Product No","Product Active","Customer Part No","Product Category","Stocking Code","GL Account","Kanban Part","CutRite Product ID","Weight","QB Product Code","Shipping Method","Part Number","Nom W","Case Material","Nom H","Cabinet Material","Nom D","Cabinet Edgeband","Eng W","Cabinet Edgeband 2","Eng H","Door Material","Eng D","Door Edgeband","Product Sheet","Created Time","Website","Modified Time","Unit Price","Tax Class","Stock Type","Qty/Unit","Usage Unit","Reorder Level","Qty. in Stock","Qty. in Demand","Handler","Product Image","Description"
"Chips, 1/8' Blended, Terra Cotta, 50 lbs","SKU-101614","1","","","","","0","","0.000","6676","","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","","2010-06-18 13:08:56","","2010-09-21 11:03:46","135.00","Non","Inventory Part","0.00","","0","0.000","0","erichunt","",""
"Aggregate, Quartz - 20/30 - 5 Pounds","SKU-101615","1","6011-20/30","Floor Coatings","","Floor Coatings","0","","6.000","6011-20/30","Drop Ship","6011-20/30","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","","2010-06-18 13:08:56","","2010-06-18 13:08:56","52.50","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Aggregate, Quartz - 40/60 - 5 Pounds","SKU-101616","1","6011-40/60","Floor Coatings","","Floor Coatings","0","","6.000","6011-40/60","Drop Ship","6011-40/60","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","","2010-06-18 13:08:56","","2010-06-18 13:08:56","52.50","","Inventory Part","1.00","Each","0","0.000","0","erichunt","",""
"Acrylic Bonding Agent","SKU-101617","1","","","","","0","","0.000","6018","","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","","2010-06-18 13:08:57","","2010-09-21 11:03:33","88.20","Non","Inventory Part","0.00","","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper 2 Premium Doors, Ant","SKU-101618","1","308.232.902.000","Not Accessible","","Cabinets","0","HO-CU2P-1AS","0.000","HO-CU2P-1AS-29x30x29-ANT","Not Accessible","HO-CU2P-1AS-29x30x29-ANT","29.000","3/4_AQ_WHITE-2S","30.000","ANTIQUE WHITE","29.000","3/4_ANTIQUE_PVC","736.600","","768.000","","736.600","","","2010-06-18 13:10:34","","2010-06-21 14:08:35","402.33","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper 2 Premium Doors, Car","SKU-101619","1","308.232.904.000","Not Accessible","","Cabinets","0","HO-CU2P-1AS","0.000","HO-CU2P-1AS-29x30x29-CAR","Not Accessible","HO-CU2P-1AS-29x30x29-CAR","29.000","3/4_CARMEL_APPLE-2S","30.000","CARMEL APPLE","29.000","3/4_CARMEL_PVC","736.600","","768.000","","736.600","","","2010-06-18 13:10:34","","2010-06-21 14:08:36","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper 2 Premium Doors, Cho","SKU-101620","1","308.232.907.000","Not Accessible","","Cabinets","0","HO-CU2P-1AS","0.000","HO-CU2P-1AS-29x30x29-CHO","Not Accessible","HO-CU2P-1AS-29x30x29-CHO","29.000","3/4_CHOCOLATE_APPLE-2S","30.000","CHOCOLATE APPLE","29.000","3/4_SABLE_PVC","736.600","","768.000","","736.600","","","2010-06-18 13:10:35","","2010-06-21 14:08:36","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper 2 Premium Doors, Fol","SKU-101621","1","308.232.903.000","Not Accessible","","Cabinets","0","HO-CU2P-1AS","0.000","HO-CU2P-1AS-29x30x29-FOL","Not Accessible","HO-CU2P-1AS-29x30x29-FOL","29.000","3/4_FULK_GREY-2S","30.000","FOLKSTONE GRAY","29.000","3/4_GREY_PVC","736.600","","768.000","","736.600","","","2010-06-18 13:10:35","","2010-06-21 14:08:37","402.33","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper 2 Premium Doors, Mah","SKU-101622","1","308.232.906.000","Not Accessible","","Cabinets","0","HO-CU2P-1AS","0.000","HO-CU2P-1AS-29x30x29-MAH","Not Accessible","HO-CU2P-1AS-29x30x29-MAH","29.000","3/4_MAH_EXPESS-2S","30.000","MAHOGANY IMPRESSIONS","29.000","3/4_MAHOGANY_PVC","736.600","","768.000","","736.600","","","2010-06-18 13:10:35","","2010-06-21 14:08:37","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper 2 Premium Doors, Whi","SKU-101623","1","308.232.901.000","Not Accessible","","Cabinets","0","HO-CU2P-1AS","0.000","HO-CU2P-1AS-29x30x29-WHT","Not Accessible","HO-CU2P-1AS-29x30x29-WHT","29.000","3/4_WHITE-2S","30.000","WHITE","29.000","3/4_WHITE_PVC","736.600","","768.000","","736.600","","","2010-06-18 13:10:36","","2010-06-21 14:08:38","365.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper 2 Premium Doors, Wil","SKU-101624","1","308.232.905.000","Not Accessible","","Cabinets","0","HO-CU2P-1AS","0.000","HO-CU2P-1AS-29x30x29-WIL","Not Accessible","HO-CU2P-1AS-29x30x29-WIL","29.000","3/4_WILD_APPLE-2S","30.000","WILD APPLE","29.000","3/4_AUTUMN_PVC","736.600","","768.000","","736.600","","","2010-06-18 13:10:36","","2010-06-21 14:08:38","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper, Antique White","SKU-101625","1","308.232.002.000","Not Accessible","","Cabinets","0","HO-CU-1AS","0.000","HO-CU-1AS-29x30x29-ANT","Not Accessible","HO-CU-1AS-29x30x29-ANT","29.000","3/4_AQ_WHITE-2S","30.000","ANTIQUE WHITE","29.000","3/4_ANTIQUE_PVC","736.600","","768.000","3/4_AQ_WHITE-2S","736.600","3/4_ANTIQUE_PVC","","2010-06-18 13:10:36","","2010-06-21 14:08:39","457.19","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper, Carmel Apple","SKU-101626","1","308.232.004.000","Not Accessible","","Cabinets","0","HO-CU-1AS","0.000","HO-CU-1AS-29x30x29-CAR","Not Accessible","HO-CU-1AS-29x30x29-CAR","29.000","3/4_CARMEL_APPLE-2S","30.000","CARMEL APPLE","29.000","3/4_CARMEL_PVC","736.600","","768.000","3/4_CARMEL_APPLE-2S","736.600","3/4_CARMEL_PVC","","2010-06-18 13:10:37","","2010-06-21 14:08:40","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper, Chocolate Apple","SKU-101627","1","308.232.007.000","Not Accessible","","Cabinets","0","HO-CU-1AS","0.000","HO-CU-1AS-29x30x29-CHO","Not Accessible","HO-CU-1AS-29x30x29-CHO","29.000","3/4_CHOCOLATE_APPLE-2S","30.000","CHOCOLATE APPLE","29.000","3/4_SABLE_PVC","736.600","","768.000","3/4_CHOCOLATE_APPLE-2S","736.600","3/4_SABLE_PVC","","2010-06-18 13:10:37","","2010-06-21 14:08:40","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper, Folkstone Gray","SKU-101628","1","308.232.003.000","Not Accessible","","Cabinets","0","HO-CU-1AS","0.000","HO-CU-1AS-29x30x29-FOL","Not Accessible","HO-CU-1AS-29x30x29-FOL","29.000","3/4_FULK_GREY-2S","30.000","FOLKSTONE GRAY","29.000","3/4_GREY_PVC","736.600","","768.000","3/4_FULK_GREY-2S","736.600","3/4_GREY_PVC","","2010-06-18 13:10:38","","2010-06-21 14:08:40","457.19","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper, Mahogany Impression","SKU-101629","1","308.232.006.000","Not Accessible","","Cabinets","0","HO-CU-1AS","0.000","HO-CU-1AS-29x30x29-MAH","Not Accessible","HO-CU-1AS-29x30x29-MAH","29.000","3/4_MAH_EXPESS-2S","30.000","MAHOGANY IMPRESSIONS","29.000","3/4_MAHOGANY_PVC","736.600","","768.000","3/4_MAH_EXPESS-2S","736.600","3/4_MAHOGANY_PVC","","2010-06-18 13:10:38","","2010-06-21 14:08:41","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper, White","SKU-101630","1","308.232.001.000","Not Accessible","","Cabinets","0","HO-CU-1AS","0.000","HO-CU-1AS-29x30x29-WHT","Not Accessible","HO-CU-1AS-29x30x29-WHT","29.000","3/4_WHITE-2S","30.000","WHITE","29.000","3/4_WHITE_PVC","736.600","","768.000","3/4_WHITE-2S","736.600","3/4_WHITE_PVC","","2010-06-18 13:10:38","","2010-06-21 14:08:41","415.63","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?45? Corner Upper, Wild Apple","SKU-101631","1","308.232.005.000","Not Accessible","","Cabinets","0","HO-CU-1AS","0.000","HO-CU-1AS-29x30x29-WIL","Not Accessible","HO-CU-1AS-29x30x29-WIL","29.000","3/4_WILD_APPLE-2S","30.000","WILD APPLE","29.000","3/4_AUTUMN_PVC","736.600","","768.000","3/4_WILD_APPLE-2S","736.600","3/4_AUTUMN_PVC","","2010-06-18 13:10:39","","2010-06-21 14:08:41","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, 2 Premium Doors, Anti","SKU-101632","1","196.424.902.000","Not Accessible","","Cabinets","0","HO-CB2P-1AS","0.000","HO-CB2P-1AS-40x28.125x40-ANT","Not Accessible","HO-CB2P-1AS-40x28.125x40-ANT","40.000","3/4_AQ_WHITE-2S","28.125","ANTIQUE WHITE","40.000","3/4_ANTIQUE_PVC","1016.000","","714.400","","1016.000","","","2010-06-18 13:10:39","","2010-06-21 14:08:42","482.79","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, 2 Premium Doors, Carm","SKU-101633","1","196.424.904.000","Not Accessible","","Cabinets","0","HO-CB2P-1AS","0.000","HO-CB2P-1AS-40x28.125x40-CAR","Not Accessible","HO-CB2P-1AS-40x28.125x40-CAR","40.000","3/4_CARMEL_APPLE-2S","28.125","CARMEL APPLE","40.000","3/4_CARMEL_PVC","1016.000","","714.400","","1016.000","","","2010-06-18 13:10:39","","2010-06-21 14:08:42","526.68","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, 2 Premium Doors, Choc","SKU-101634","1","196.424.907.000","Not Accessible","","Cabinets","0","HO-CB2P-1AS","0.000","HO-CB2P-1AS-40x28.125x40-CHO","Not Accessible","HO-CB2P-1AS-40x28.125x40-CHO","40.000","3/4_CHOCOLATE_APPLE-2S","28.125","CHOCOLATE APPLE","40.000","3/4_SABLE_PVC","1016.000","","714.400","","1016.000","","","2010-06-18 13:10:40","","2010-06-21 14:08:42","526.68","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, 2 Premium Doors, Folk","SKU-101635","1","196.424.903.000","Not Accessible","","Cabinets","0","HO-CB2P-1AS","0.000","HO-CB2P-1AS-40x28.125x40-FOL","Not Accessible","HO-CB2P-1AS-40x28.125x40-FOL","40.000","3/4_FULK_GREY-2S","28.125","FOLKSTONE GRAY","40.000","3/4_GREY_PVC","1016.000","","714.400","","1016.000","","","2010-06-18 13:10:40","","2010-06-21 14:08:43","482.79","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, 2 Premium Doors, Maho","SKU-101636","1","196.424.906.000","Not Accessible","","Cabinets","0","HO-CB2P-1AS","0.000","HO-CB2P-1AS-40x28.125x40-MAH","Not Accessible","HO-CB2P-1AS-40x28.125x40-MAH","40.000","3/4_MAH_EXPESS-2S","28.125","MAHOGANY IMPRESSIONS","40.000","3/4_MAHOGANY_PVC","1016.000","","714.400","","1016.000","","","2010-06-18 13:10:40","","2010-06-21 14:08:44","526.68","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, 2 Premium Doors, Whit","SKU-101637","1","196.424.901.000","Not Accessible","","Cabinets","0","HO-CB2P-1AS","0.000","HO-CB2P-1AS-40x28.125x40-WHT","Not Accessible","HO-CB2P-1AS-40x28.125x40-WHT","40.000","3/4_WHITE-2S","28.125","WHITE","40.000","3/4_WHITE_PVC","1016.000","","714.400","","1016.000","","","2010-06-18 13:10:41","","2010-06-21 14:08:45","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, 2 Premium Doors, Wild","SKU-101638","1","196.424.905.000","Not Accessible","","Cabinets","0","HO-CB2P-1AS","0.000","HO-CB2P-1AS-40x28.125x40-WIL","Not Accessible","HO-CB2P-1AS-40x28.125x40-WIL","40.000","3/4_WILD_APPLE-2S","28.125","WILD APPLE","40.000","3/4_AUTUMN_PVC","1016.000","","714.400","","1016.000","","","2010-06-18 13:10:41","","2010-06-21 14:08:46","526.68","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, Antique White","SKU-101639","1","196.424.002.000","Not Accessible","","Cabinets","0","HO-CB2-1AS","0.000","HO-CB2-1AS-40x28.125x40-ANT","Not Accessible","HO-CB2-1AS-40x28.125x40-ANT","40.000","3/4_AQ_WHITE-2S","28.125","ANTIQUE WHITE","40.000","3/4_ANTIQUE_PVC","1016.000","","714.400","3/4_AQ_WHITE-2S","1016.000","3/4_ANTIQUE_PVC","","2010-06-18 13:10:41","","2010-06-21 14:08:46","548.63","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, Carmel Apple","SKU-101640","1","196.424.004.000","Not Accessible","","Cabinets","0","HO-CB2-1AS","0.000","HO-CB2-1AS-40x28.125x40-CAR","Not Accessible","HO-CB2-1AS-40x28.125x40-CAR","40.000","3/4_CARMEL_APPLE-2S","28.125","CARMEL APPLE","40.000","3/4_CARMEL_PVC","1016.000","","714.400","3/4_CARMEL_APPLE-2S","1016.000","3/4_CARMEL_PVC","","2010-06-18 13:10:41","","2010-06-21 14:08:46","598.50","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, Chocolate Apple","SKU-101641","1","196.424.007.000","Not Accessible","","Cabinets","0","HO-CB2-1AS","0.000","HO-CB2-1AS-40x28.125x40-CHO","Not Accessible","HO-CB2-1AS-40x28.125x40-CHO","40.000","3/4_CHOCOLATE_APPLE-2S","28.125","CHOCOLATE APPLE","40.000","3/4_SABLE_PVC","1016.000","","714.400","3/4_CHOCOLATE_APPLE-2S","1016.000","3/4_SABLE_PVC","","2010-06-18 13:10:42","","2010-06-21 14:08:47","598.50","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, Folkstone Gray","SKU-101642","1","196.424.003.000","Not Accessible","","Cabinets","0","HO-CB2-1AS","0.000","HO-CB2-1AS-40x28.125x40-FOL","Not Accessible","HO-CB2-1AS-40x28.125x40-FOL","40.000","3/4_FULK_GREY-2S","28.125","FOLKSTONE GRAY","40.000","3/4_GREY_PVC","1016.000","","714.400","3/4_FULK_GREY-2S","1016.000","3/4_GREY_PVC","","2010-06-18 13:10:43","","2010-06-21 14:08:47","548.63","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, Mahogany Impressions","SKU-101643","1","196.424.006.000","Not Accessible","","Cabinets","0","HO-CB2-1AS","0.000","HO-CB2-1AS-40x28.125x40-MAH","Not Accessible","HO-CB2-1AS-40x28.125x40-MAH","40.000","3/4_MAH_EXPESS-2S","28.125","MAHOGANY IMPRESSIONS","40.000","3/4_MAHOGANY_PVC","1016.000","","714.400","3/4_MAH_EXPESS-2S","1016.000","3/4_MAHOGANY_PVC","","2010-06-18 13:10:43","","2010-06-21 14:08:48","598.50","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, White","SKU-101644","1","196.424.001.000","Not Accessible","","Cabinets","0","HO-CB2-1AS","0.000","HO-CB2-1AS-40x28.125x40-WHT","Not Accessible","HO-CB2-1AS-40x28.125x40-WHT","40.000","3/4_WHITE-2S","28.125","WHITE","40.000","3/4_WHITE_PVC","1016.000","","714.400","3/4_WHITE-2S","1016.000","3/4_WHITE_PVC","","2010-06-18 13:10:43","","2010-06-21 14:08:49","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office ?L? Corner Base, Wild Apple","SKU-101645","1","196.424.005.000","Not Accessible","","Cabinets","0","HO-CB2-1AS","0.000","HO-CB2-1AS-40x28.125x40-WIL","Not Accessible","HO-CB2-1AS-40x28.125x40-WIL","40.000","3/4_WILD_APPLE-2S","28.125","WILD APPLE","40.000","3/4_AUTUMN_PVC","1016.000","","714.400","3/4_WILD_APPLE-2S","1016.000","3/4_AUTUMN_PVC","","2010-06-18 13:10:44","","2010-06-21 14:08:49","598.50","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Drawer, Antique White","SKU-101646","1","254.122.002.000","Not Accessible","","Cabinets","0","HO-BD4","0.000","HO-BD4-17x28.125x23-ANT","Not Accessible","HO-BD4-17x28.125x23-ANT","17.000","3/4_AQ_WHITE-2S","28.125","ANTIQUE WHITE","23.000","3/4_ANTIQUE_PVC","431.800","","714.400","3/4_AQ_WHITE-2S","584.200","3/4_ANTIQUE_PVC","","2010-06-18 13:10:44","","2010-06-21 14:08:49","457.19","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Drawer, Carmel Apple","SKU-101647","1","254.122.004.000","Not Accessible","","Cabinets","0","HO-BD4","0.000","HO-BD4-17x28.125x23-CAR","Not Accessible","HO-BD4-17x28.125x23-CAR","17.000","3/4_CARMEL_APPLE-2S","28.125","CARMEL APPLE","23.000","3/4_CARMEL_PVC","431.800","","714.400","3/4_CARMEL_APPLE-2S","584.200","3/4_CARMEL_PVC","","2010-06-18 13:10:44","","2010-06-21 14:08:50","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Drawer, Chocolate Apple","SKU-101648","1","254.122.007.000","Not Accessible","","Cabinets","0","HO-BD4","0.000","HO-BD4-17x28.125x23-CHO","Not Accessible","HO-BD4-17x28.125x23-CHO","17.000","3/4_CHOCOLATE_APPLE-2S","28.125","CHOCOLATE APPLE","23.000","3/4_SABLE_PVC","431.800","","714.400","3/4_CHOCOLATE_APPLE-2S","584.200","3/4_SABLE_PVC","","2010-06-18 13:10:44","","2010-06-21 14:08:50","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Drawer, Folkstone Gray","SKU-101649","1","254.122.003.000","Not Accessible","","Cabinets","0","HO-BD4","0.000","HO-BD4-17x28.125x23-FOL","Not Accessible","HO-BD4-17x28.125x23-FOL","17.000","3/4_FULK_GREY-2S","28.125","FOLKSTONE GRAY","23.000","3/4_GREY_PVC","431.800","","714.400","3/4_FULK_GREY-2S","584.200","3/4_GREY_PVC","","2010-06-18 13:10:45","","2010-06-21 14:08:51","457.19","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Drawer, Mahogany Impressions","SKU-101650","1","254.122.006.000","Not Accessible","","Cabinets","0","HO-BD4","0.000","HO-BD4-17x28.125x23-MAH","Not Accessible","HO-BD4-17x28.125x23-MAH","17.000","3/4_MAH_EXPESS-2S","28.125","MAHOGANY IMPRESSIONS","23.000","3/4_MAHOGANY_PVC","431.800","","714.400","3/4_MAH_EXPESS-2S","584.200","3/4_MAHOGANY_PVC","","2010-06-18 13:10:45","","2010-06-21 14:08:51","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Drawer, White","SKU-101651","1","254.122.001.000","Not Accessible","","Cabinets","0","HO-BD4","0.000","HO-BD4-17x28.125x23-WHT","Not Accessible","HO-BD4-17x28.125x23-WHT","17.000","3/4_WHITE-2S","28.125","WHITE","23.000","3/4_WHITE_PVC","431.800","","714.400","3/4_WHITE-2S","584.200","3/4_WHITE_PVC","","2010-06-18 13:10:45","","2010-06-21 14:08:52","415.63","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Drawer, Wild Apple","SKU-101652","1","254.122.005.000","Not Accessible","","Cabinets","0","HO-BD4","0.000","HO-BD4-17x28.125x23-WIL","Not Accessible","HO-BD4-17x28.125x23-WIL","17.000","3/4_WILD_APPLE-2S","28.125","WILD APPLE","23.000","3/4_AUTUMN_PVC","431.800","","714.400","3/4_WILD_APPLE-2S","584.200","3/4_AUTUMN_PVC","","2010-06-18 13:10:45","","2010-06-21 14:08:52","498.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Premium Drawers, Antique White","SKU-101653","1","254.122.902.000","Not Accessible","","Cabinets","0","HO-BD4P","0.000","HO-BD4P-17x28.125x23-ANT","Not Accessible","HO-BD4P-17x28.125x23-ANT","17.000","3/4_AQ_WHITE-2S","28.125","ANTIQUE WHITE","23.000","3/4_ANTIQUE_PVC","431.800","","714.400","","584.200","","","2010-06-18 13:10:46","","2010-06-21 14:08:52","402.33","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Premium Drawers, Carmel Apple","SKU-101654","1","254.122.904.000","Not Accessible","","Cabinets","0","HO-BD4P","0.000","HO-BD4P-17x28.125x23-CAR","Not Accessible","HO-BD4P-17x28.125x23-CAR","17.000","3/4_CARMEL_APPLE-2S","28.125","CARMEL APPLE","23.000","3/4_CARMEL_PVC","431.800","","714.400","","584.200","","","2010-06-18 13:10:46","","2010-06-21 14:08:53","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Premium Drawers, Chocolate Appl","SKU-101655","1","254.122.907.000","Not Accessible","","Cabinets","0","HO-BD4P","0.000","HO-BD4P-17x28.125x23-CHO","Not Accessible","HO-BD4P-17x28.125x23-CHO","17.000","3/4_CHOCOLATE_APPLE-2S","28.125","CHOCOLATE APPLE","23.000","3/4_SABLE_PVC","431.800","","714.400","","584.200","","","2010-06-18 13:10:46","","2010-06-21 14:08:53","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Premium Drawers, Folkstone Gray","SKU-101656","1","254.122.903.000","Not Accessible","","Cabinets","0","HO-BD4P","0.000","HO-BD4P-17x28.125x23-FOL","Not Accessible","HO-BD4P-17x28.125x23-FOL","17.000","3/4_FULK_GREY-2S","28.125","FOLKSTONE GRAY","23.000","3/4_GREY_PVC","431.800","","714.400","","584.200","","","2010-06-18 13:10:47","","2010-06-21 14:08:54","402.33","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Premium Drawers, Mahogany Impre","SKU-101657","1","254.122.906.000","Not Accessible","","Cabinets","0","HO-BD4P","0.000","HO-BD4P-17x28.125x23-MAH","Not Accessible","HO-BD4P-17x28.125x23-MAH","17.000","3/4_MAH_EXPESS-2S","28.125","MAHOGANY IMPRESSIONS","23.000","3/4_MAHOGANY_PVC","431.800","","714.400","","584.200","","","2010-06-18 13:10:47","","2010-06-21 14:08:55","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Premium Drawers, White","SKU-101658","1","254.122.901.000","Not Accessible","","Cabinets","0","HO-BD4P","0.000","HO-BD4P-17x28.125x23-WHT","Not Accessible","HO-BD4P-17x28.125x23-WHT","17.000","3/4_WHITE-2S","28.125","WHITE","23.000","3/4_WHITE_PVC","431.800","","714.400","","584.200","","","2010-06-18 13:10:47","","2010-06-21 14:08:55","365.75","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base 4 Premium Drawers, Wild Apple","SKU-101659","1","254.122.905.000","Not Accessible","","Cabinets","0","HO-BD4P","0.000","HO-BD4P-17x28.125x23-WIL","Not Accessible","HO-BD4P-17x28.125x23-WIL","17.000","3/4_WILD_APPLE-2S","28.125","WILD APPLE","23.000","3/4_AUTUMN_PVC","431.800","","714.400","","584.200","","","2010-06-18 13:10:47","","2010-06-21 14:08:56","438.90","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base, 1 Door, 1 Drawer, Antique White","SKU-101660","1","211.122.002.000","Not Accessible","","Cabinets","0","HO-B1D1-1AS","0.000","HO-B1D1-1AS-17x28.125x23-ANT","Not Accessible","HO-B1D1-1AS-17x28.125x23-ANT","17.000","3/4_AQ_WHITE-2S","28.125","ANTIQUE WHITE","23.000","3/4_ANTIQUE_PVC","431.800","","714.400","3/4_AQ_WHITE-2S","584.200","3/4_ANTIQUE_PVC","","2010-06-18 13:10:48","","2010-06-21 14:08:56","287.38","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base, 1 Door, 1 Drawer, Carmel Apple","SKU-101661","1","211.122.004.000","Not Accessible","","Cabinets","0","HO-B1D1-1AS","0.000","HO-B1D1-1AS-17x28.125x23-CAR","Not Accessible","HO-B1D1-1AS-17x28.125x23-CAR","17.000","3/4_CARMEL_APPLE-2S","28.125","CARMEL APPLE","23.000","3/4_CARMEL_PVC","431.800","","714.400","3/4_CARMEL_APPLE-2S","584.200","3/4_CARMEL_PVC","","2010-06-18 13:10:48","","2010-06-21 14:08:57","313.50","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base, 1 Door, 1 Drawer, Chocolate Appl","SKU-101662","1","211.122.007.000","Not Accessible","","Cabinets","0","HO-B1D1-1AS","0.000","HO-B1D1-1AS-17x28.125x23-CHO","Not Accessible","HO-B1D1-1AS-17x28.125x23-CHO","17.000","3/4_CHOCOLATE_APPLE-2S","28.125","CHOCOLATE APPLE","23.000","3/4_SABLE_PVC","431.800","","714.400","3/4_CHOCOLATE_APPLE-2S","584.200","3/4_SABLE_PVC","","2010-06-18 13:10:48","","2010-06-21 14:08:57","313.50","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base, 1 Door, 1 Drawer, Folkstone Gray","SKU-101663","1","211.122.003.000","Not Accessible","","Cabinets","0","HO-B1D1-1AS","0.000","HO-B1D1-1AS-17x28.125x23-FOL","Not Accessible","HO-B1D1-1AS-17x28.125x23-FOL","17.000","3/4_FULK_GREY-2S","28.125","FOLKSTONE GRAY","23.000","3/4_GREY_PVC","431.800","","714.400","3/4_FULK_GREY-2S","584.200","3/4_GREY_PVC","","2010-06-18 13:10:49","","2010-06-21 14:08:57","287.38","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
"Home Office Base, 1 Door, 1 Drawer, Mahogany Impre","SKU-101664","1","211.122.006.000","Not Accessible","","Cabinets","0","HO-B1D1-1AS","0.000","HO-B1D1-1AS-17x28.125x23-MAH","Not Accessible","HO-B1D1-1AS-17x28.125x23-MAH","17.000","3/4_MAH_EXPESS-2S","28.125","MAHOGANY IMPRESSIONS","23.000","3/4_MAHOGANY_PVC","431.800","","714.400","3/4_MAH_EXPESS-2S","584.200","3/4_MAHOGANY_PVC","","2010-06-18 13:10:49","","2010-06-21 14:08:58","313.50","","Inventory Assembly","1.00","Each","0","0.000","0","erichunt","",""
